article_id,manual_sentiment,manual_category
N001799,neutral,leadership
N001800,neutral,other
N001802,neutral,ma_ownership
N001804,positive,market_industry
N001805,neutral,leadership
N001806,neutral,earnings
N001809,neutral,leadership
N001810,positive,market_industry
N001811,neutral,debt_bond
N001812,neutral,leadership
N001813,neutral,earnings
N001814,neutral,earnings
N001815,neutral,earnings
N001816,neutral,ma_ownership
N001817,neutral,ma_ownership
N001818,neutral,project_contract
N001819,neutral,leadership
N001820,neutral,other
N001821,neutral,leadership
N001822,neutral,leadership
N001824,neutral,market_industry
N001826,neutral,leadership
N001827,neutral,other
N001828,neutral,ma_ownership
N001829,neutral,other
N001830,neutral,leadership
N001831,neutral,leadership
N001832,neutral,earnings
N001833,neutral,earnings
N001834,neutral,leadership
N001835,neutral,ma_ownership
N001836,neutral,ma_ownership
N001837,neutral,leadership
N001838,neutral,leadership
N001839,neutral,project_contract
N001840,neutral,earnings
N001841,neutral,earnings
N001842,neutral,leadership
N001843,neutral,other
N001844,neutral,other
N001845,positive,market_industry
N001846,neutral,leadership
N001847,neutral,leadership
N001848,neutral,ma_ownership
N001849,neutral,ma_ownership
N001850,neutral,leadership
N001851,neutral,earnings
N001852,neutral,market_industry
N001853,neutral,leadership
N001854,neutral,leadership
N001855,neutral,leadership
N001857,neutral,market_industry
N001858,neutral,other
N001859,neutral,leadership
N001860,neutral,leadership
N001861,neutral,leadership
N001862,neutral,ma_ownership
N001863,neutral,ma_ownership
N001864,neutral,leadership
N001865,neutral,leadership
N001866,neutral,earnings
N001867,neutral,market_industry
N001868,neutral,leadership
N001869,neutral,leadership
N001870,negative,legal_regulatory
N001871,neutral,other
N001872,neutral,leadership
N001873,neutral,project_contract
N001874,neutral,other
N001875,neutral,leadership
N001876,neutral,ma_ownership
N001877,neutral,ma_ownership
N001878,neutral,leadership
N001879,neutral,leadership
N001880,neutral,other
N001881,neutral,other
N001882,neutral,market_industry
N001883,neutral,leadership
N001884,neutral,other
N001885,neutral,other
N001886,neutral,ma_ownership
N001887,neutral,leadership
N001888,neutral,legal_regulatory
N001889,neutral,earnings
N001890,neutral,earnings
N001891,neutral,other
N001892,neutral,other
N001893,neutral,other
N001894,neutral,leadership
N001895,neutral,other
N001896,neutral,market_industry
N001897,neutral,leadership
N001898,neutral,ma_ownership
N001899,neutral,ma_ownership
N001900,neutral,ma_ownership
N001901,neutral,ma_ownership
N001902,neutral,leadership
N001903,neutral,ma_ownership
N001905,neutral,market_industry
N001906,neutral,ma_ownership
N001907,neutral,leadership
N001908,neutral,other
N001909,neutral,leadership
N001910,neutral,leadership
N001911,neutral,leadership
N001912,neutral,ma_ownership
N001913,neutral,project_contract
N001915,neutral,leadership
N001916,neutral,leadership
N001917,neutral,leadership
N001918,neutral,other
N001919,neutral,other
N001921,neutral,ma_ownership
N001922,neutral,market_industry
N001923,neutral,leadership
N001924,neutral,leadership
N001925,neutral,leadership
N001926,neutral,leadership
N001927,neutral,leadership
N001928,neutral,ma_ownership
N001929,neutral,earnings
N001930,neutral,capital_issuance
N001931,neutral,other
N001932,neutral,ma_ownership
N001933,neutral,leadership
N001934,neutral,leadership
N001935,neutral,leadership
N001936,neutral,market_industry
N001937,neutral,earnings
N001938,neutral,earnings
N001939,neutral,earnings
N001940,neutral,other
N001941,neutral,ma_ownership
N001942,neutral,leadership
N001943,neutral,leadership
N001944,neutral,debt_bond
N001945,neutral,leadership
N001946,neutral,other
N001947,neutral,market_industry
N001948,neutral,earnings
N001949,neutral,earnings
N001950,neutral,leadership
N001951,neutral,ma_ownership
N001952,neutral,ma_ownership
N001953,neutral,market_industry
N001954,neutral,leadership
N001955,neutral,leadership
N001958,neutral,leadership
N001959,neutral,dividend
N001960,neutral,leadership
N001961,neutral,ma_ownership
N001962,neutral,debt_bond
N001964,neutral,leadership
N001965,neutral,leadership
N001966,neutral,market_industry
N001967,neutral,earnings
N001968,neutral,earnings
N001969,neutral,leadership
N001970,positive,project_contract
N001971,neutral,other
N001972,neutral,ma_ownership
N001973,neutral,ma_ownership
N001974,neutral,ma_ownership
N001975,neutral,ma_ownership
N001976,neutral,ma_ownership
N001977,neutral,ma_ownership
N001979,neutral,leadership
N001980,neutral,leadership
N001981,neutral,other
N001982,neutral,leadership
N001983,neutral,market_industry
N001984,neutral,other
N001985,neutral,market_industry
N001986,neutral,other
N001987,neutral,ma_ownership
N001988,neutral,leadership
N001989,neutral,earnings
N001990,neutral,earnings
N001991,neutral,leadership
N001992,neutral,leadership
N001993,neutral,other
N001994,neutral,other
N001995,neutral,market_industry
N001996,neutral,leadership
N001997,neutral,other
N001999,neutral,debt_bond
N002000,neutral,leadership
N002002,neutral,leadership
N002003,neutral,leadership
N002004,neutral,ma_ownership
N002005,neutral,leadership
N002006,neutral,other
N002007,neutral,leadership
N002008,neutral,ma_ownership
N002009,neutral,leadership
N002010,neutral,ma_ownership
N002011,neutral,legal_regulatory
N002012,neutral,other
N002013,neutral,ma_ownership
N002014,neutral,ma_ownership
N002015,neutral,leadership
N002016,neutral,leadership
N002017,neutral,leadership
N002018,neutral,leadership
N002019,neutral,earnings
N002020,neutral,earnings
N002021,neutral,earnings
N002023,neutral,ma_ownership
N002025,neutral,debt_bond
N002026,neutral,leadership
N002027,neutral,other
N002028,neutral,earnings
N002029,neutral,earnings
N002030,neutral,market_industry
N002031,neutral,earnings
N002032,neutral,ma_ownership
N002033,neutral,leadership
N002034,positive,earnings
N002035,neutral,leadership
N002036,neutral,other
N002037,neutral,leadership
N002038,neutral,ma_ownership
N002039,neutral,ma_ownership
N002040,negative,other
N002041,neutral,leadership
N002043,neutral,market_industry
N002044,neutral,ma_ownership
N002045,negative,other
N002046,neutral,earnings
N002047,neutral,earnings
N002048,neutral,earnings
N002049,neutral,ma_ownership
N002050,neutral,market_industry
N002051,neutral,ma_ownership
N002052,neutral,leadership
N002053,neutral,earnings
N002054,neutral,ma_ownership
N002055,neutral,ma_ownership
N002056,neutral,leadership
N002057,neutral,leadership
N002058,neutral,other
N002059,neutral,ma_ownership
N002060,neutral,other
N002061,neutral,leadership
N002062,neutral,leadership
N002064,neutral,other
N002065,neutral,ma_ownership
N002066,neutral,ma_ownership
N002067,neutral,earnings
N002068,neutral,project_contract
N002069,neutral,earnings
N002070,neutral,leadership
N002071,neutral,leadership
N002072,neutral,other
N002073,neutral,project_contract
N002074,neutral,leadership
N002075,neutral,earnings
N002076,neutral,leadership
N002077,neutral,leadership
N002078,neutral,leadership
N002079,neutral,earnings
N002080,neutral,earnings
N002081,neutral,earnings
N002082,neutral,earnings
N002083,neutral,leadership
N002084,neutral,leadership
N002085,neutral,leadership
N002086,neutral,leadership
N002087,neutral,ma_ownership
N002088,neutral,ma_ownership
N002089,neutral,other
N002090,neutral,leadership
N002091,neutral,leadership
N002092,neutral,ma_ownership
N002093,neutral,leadership
N002094,neutral,leadership
N002095,neutral,leadership
N002096,neutral,other
N002097,neutral,other
N002098,neutral,ma_ownership
N002099,neutral,leadership
N002100,neutral,earnings
N002101,neutral,earnings
N002102,neutral,leadership
N002103,neutral,market_industry
N002104,neutral,debt_bond
N002105,neutral,ma_ownership
N002107,neutral,leadership
N002108,neutral,leadership
N002109,neutral,leadership
N002110,neutral,ma_ownership
N002111,neutral,earnings
N002112,neutral,earnings
N002113,neutral,earnings
N002114,neutral,leadership
N002115,neutral,project_contract
N002116,neutral,leadership
N002117,neutral,leadership
N002118,neutral,leadership
N002119,neutral,earnings
N002121,neutral,leadership
N002122,neutral,earnings
N002123,neutral,leadership
N002124,neutral,leadership
N002125,neutral,leadership
N002126,neutral,debt_bond
N002127,neutral,leadership
N002128,neutral,leadership
N002130,neutral,earnings
N000055,neutral,leadership
N000122,neutral,market_industry
N000127,neutral,market_industry
N000735,neutral,market_industry
N000823,positive,other
N001240,neutral,market_industry
N001270,positive,other
N001380,neutral,market_industry
N001407,neutral,market_industry
N001465,positive,leadership
N001466,neutral,market_industry
N001475,neutral,market_industry
N001579,positive,other
N001584,neutral,other
N001585,neutral,other
N001616,positive,market_industry
N001707,positive,other
N001757,neutral,other
N001904,neutral,other
N001956,neutral,other
N001957,neutral,other
N001963,neutral,other
N002024,neutral,other
N002106,neutral,market_industry
N002131,neutral,earnings
N002132,neutral,earnings
N002133,neutral,other
N002135,neutral,market_industry
N002139,neutral,other
N002140,neutral,other
N002146,neutral,other
N002149,neutral,other
N002150,neutral,leadership
N002152,neutral,other
N002153,neutral,other
N002154,neutral,other
N002155,neutral,other
N002156,neutral,leadership
N002159,neutral,other
N002163,neutral,other
N002165,neutral,other
N002167,neutral,earnings
N002168,neutral,ma_ownership
N002169,neutral,ma_ownership
N002171,neutral,other
N002172,neutral,other
N002173,neutral,other
N002174,neutral,other
N002183,neutral,ma_ownership
N002184,neutral,market_industry
N002186,neutral,earnings
N002187,neutral,earnings
N002190,neutral,leadership
N002191,neutral,leadership
N002196,neutral,leadership
N002198,neutral,other
N002201,neutral,ma_ownership
N002203,neutral,other
N002204,neutral,leadership
N002207,neutral,leadership
N002209,neutral,leadership
N002211,neutral,other
N002212,neutral,other
N002216,neutral,earnings
N002217,neutral,earnings
N002218,neutral,leadership
N002219,neutral,ma_ownership
N002220,neutral,ma_ownership
N002221,neutral,market_industry
N002222,neutral,leadership
N002223,neutral,leadership
N002224,neutral,ma_ownership
N002225,neutral,market_industry
N002227,neutral,project_contract
N002228,neutral,leadership
N002229,neutral,leadership
N002230,neutral,leadership
N002234,neutral,other
N002237,neutral,leadership
N002238,neutral,other
N002243,positive,earnings
N002244,neutral,leadership
N002245,neutral,earnings
N002246,neutral,earnings
N002250,neutral,other
N002252,neutral,earnings
N002253,neutral,earnings
N002256,neutral,market_industry
N002257,neutral,ma_ownership
N002258,neutral,ma_ownership
N002259,neutral,ma_ownership
N002260,neutral,ma_ownership
N002261,neutral,leadership
N002262,neutral,other
N002263,neutral,leadership
N002264,neutral,project_contract
N002268,neutral,leadership
N002269,neutral,other
N002270,neutral,other
N002276,neutral,other
N002277,neutral,earnings
N002280,neutral,other
N002281,neutral,capital_issuance
N002282,neutral,other
N002284,neutral,project_contract
N002285,neutral,ma_ownership
N002288,neutral,leadership
N002289,neutral,leadership
N002290,neutral,leadership
N002291,positive,other
N002293,neutral,leadership
N002296,neutral,ma_ownership
N002297,neutral,other
N002299,neutral,leadership
N002300,neutral,ma_ownership
N002301,neutral,ma_ownership
N002302,neutral,ma_ownership
N002303,neutral,legal_regulatory
N002304,positive,other
N002305,neutral,ma_ownership
N002306,neutral,market_industry
N002307,neutral,leadership
N002308,neutral,earnings
N002309,neutral,earnings
N002310,neutral,earnings
N002314,neutral,earnings
N002315,neutral,earnings
N002318,neutral,ma_ownership
N002319,neutral,leadership
N002320,neutral,other
N002321,neutral,ma_ownership
N002322,neutral,leadership
N002323,neutral,leadership
N002324,neutral,leadership
N002325,neutral,leadership
N002326,neutral,market_industry
N002328,neutral,leadership
N002329,neutral,leadership
N002330,neutral,other
N002332,neutral,other
N002333,neutral,ma_ownership
N002334,neutral,ma_ownership
N002335,neutral,ma_ownership
N002337,neutral,ma_ownership
N002339,neutral,ma_ownership
N002341,neutral,leadership
N002342,neutral,leadership
N002345,neutral,leadership
N002346,neutral,leadership
N002347,neutral,leadership
N002348,neutral,ma_ownership
N002349,neutral,earnings
N002350,neutral,other
N002351,neutral,other
N002353,neutral,earnings
N002354,neutral,earnings
N002355,neutral,ma_ownership
N002357,neutral,other
N002359,neutral,other
N002360,neutral,market_industry
N002363,neutral,ma_ownership
N002364,neutral,ma_ownership
N002365,neutral,legal_regulatory
N002366,neutral,other
N002368,neutral,other
N002369,neutral,ma_ownership
N002371,neutral,leadership
N002372,neutral,other
N002373,neutral,ma_ownership
N002375,neutral,other
N002378,neutral,other
N002382,neutral,other
N002383,neutral,leadership
N002385,neutral,leadership
N002386,neutral,leadership
N002390,neutral,other
N002391,neutral,other
N002392,negative,legal_regulatory
N002394,neutral,earnings
N002395,neutral,earnings
N002399,neutral,ma_ownership
N002400,negative,legal_regulatory
N002401,positive,market_industry
N002403,neutral,market_industry
N002404,neutral,other
N002405,neutral,other
N002406,neutral,ma_ownership
N002407,neutral,leadership
N002409,neutral,leadership
N002410,neutral,leadership
N002411,neutral,leadership
N002413,neutral,earnings
N002414,neutral,earnings
N002415,neutral,earnings
N002419,neutral,ma_ownership
N002421,neutral,other
N002422,neutral,earnings
N002423,neutral,earnings
N002424,neutral,ma_ownership
N002426,neutral,market_industry
N002429,neutral,other
N002430,neutral,other
N002431,neutral,ma_ownership
N002433,neutral,ma_ownership
N002434,neutral,other
N002436,neutral,earnings
N002437,neutral,earnings
N002440,neutral,earnings
N002441,neutral,earnings
N002442,neutral,other
N002443,neutral,leadership
N002444,neutral,ma_ownership
N002445,neutral,ma_ownership
N002446,neutral,leadership
N002447,neutral,earnings
N002448,neutral,earnings
N002449,neutral,earnings
N002452,neutral,ma_ownership
N002454,neutral,ma_ownership
N002455,neutral,other
N002456,neutral,earnings
N002457,neutral,leadership
N002459,neutral,ma_ownership
N002467,neutral,other
N002469,neutral,leadership
N002470,neutral,other
N002473,neutral,leadership
N002478,neutral,ma_ownership
N002479,neutral,project_contract
N002480,neutral,other
N002481,neutral,earnings
N002482,neutral,earnings
N002484,neutral,ma_ownership
N002490,neutral,leadership
N002491,neutral,leadership
N002492,neutral,earnings
N002493,neutral,earnings
N002495,neutral,market_industry
N002496,neutral,earnings
N002497,neutral,earnings
N002498,neutral,earnings
N002499,neutral,earnings
N002500,positive,market_industry
N002501,neutral,ma_ownership
N002502,neutral,other
N002503,neutral,market_industry
N002505,neutral,earnings
N002506,neutral,earnings
N002508,neutral,capital_issuance
N002510,neutral,other
N002515,neutral,earnings
N002516,neutral,earnings
N002517,neutral,earnings
N002518,neutral,ma_ownership
N002519,neutral,other
N002520,neutral,leadership
N002523,neutral,earnings
N002524,neutral,earnings
N002525,positive,earnings
N002526,neutral,leadership
N002527,neutral,leadership
N002530,neutral,other
N002531,neutral,leadership
N002532,neutral,ma_ownership
N002533,neutral,ma_ownership
N002534,neutral,earnings
N002535,neutral,earnings
N002536,neutral,ma_ownership
N002539,neutral,market_industry
N002540,neutral,ma_ownership
N002541,neutral,ma_ownership
N002542,neutral,earnings
N002543,neutral,earnings
N002544,neutral,market_industry
N002545,neutral,earnings
N002546,neutral,earnings
N002547,neutral,ma_ownership
N002548,neutral,other
N002550,neutral,earnings
N002551,neutral,earnings
N002554,neutral,capital_issuance
N002555,neutral,market_industry
N002558,neutral,ma_ownership
N002559,neutral,market_industry
N002560,neutral,other
N002561,neutral,debt_bond
N002562,neutral,other
N002563,neutral,other
N002564,neutral,other
N002565,neutral,leadership
N002566,neutral,legal_regulatory
N002567,neutral,earnings
N002568,neutral,earnings
N002569,neutral,other
N002573,neutral,earnings
N002575,neutral,other
N002577,neutral,earnings
N002578,neutral,earnings
N002579,positive,earnings
N002580,neutral,ma_ownership
N002581,neutral,leadership
N002584,neutral,earnings
N002585,neutral,earnings
N002586,neutral,leadership
N002587,neutral,leadership
N002588,neutral,other
N002590,neutral,leadership
N002593,neutral,ma_ownership
N002594,neutral,other
N002595,neutral,other
N002604,neutral,other
N002606,neutral,other
N002607,neutral,leadership
N002609,neutral,ma_ownership
N002610,neutral,leadership
N002611,neutral,market_industry
N002612,neutral,other
N002613,neutral,other
N002614,neutral,other
N002615,neutral,other
N002618,neutral,other
N002620,neutral,ma_ownership
N002621,neutral,ma_ownership
N002624,neutral,other
N002625,neutral,debt_bond
N002626,neutral,other
N002627,neutral,leadership
N002631,neutral,market_industry
N002632,neutral,ma_ownership
N002633,neutral,market_industry
N002638,neutral,other
N002639,neutral,earnings
N002640,neutral,leadership
N002641,neutral,market_industry
N002642,neutral,earnings
N002643,neutral,other
N002644,neutral,leadership
N002645,neutral,other
N002647,neutral,leadership
N002648,neutral,leadership
N002649,neutral,ma_ownership
N002650,neutral,other
N002655,negative,market_industry
N002658,neutral,ma_ownership
N002659,neutral,ma_ownership
N002662,positive,other
N002663,neutral,other
N002664,neutral,ma_ownership
N002665,neutral,leadership
N002666,neutral,legal_regulatory
N002668,neutral,other
N002669,neutral,other
N002670,neutral,leadership
N002671,neutral,leadership
N002673,neutral,other
N002674,neutral,other
N002675,positive,market_industry
N002676,neutral,earnings
N002677,neutral,other
N002678,negative,legal_regulatory
N002679,neutral,earnings
N002680,neutral,earnings
N002682,neutral,ma_ownership
N002685,neutral,earnings
N002686,neutral,earnings
N002687,neutral,ma_ownership
N002688,neutral,earnings
N002689,neutral,earnings
N002690,neutral,earnings
N002691,neutral,ma_ownership
N002692,neutral,earnings
N002693,neutral,earnings
N002694,neutral,earnings
N002695,neutral,leadership
N002696,neutral,ma_ownership
N002698,neutral,ma_ownership
N002700,neutral,leadership
N002702,neutral,ma_ownership
N002703,neutral,other
N002704,negative,market_industry
N002707,neutral,other
N002708,neutral,other
N002710,neutral,earnings
N002711,neutral,earnings
N002712,neutral,earnings
N002713,negative,market_industry
N002716,neutral,leadership
N002717,neutral,leadership
N002718,neutral,other
N002719,neutral,leadership
N002720,neutral,ma_ownership
N002721,neutral,legal_regulatory
N002722,neutral,leadership
N002724,neutral,leadership
N002726,neutral,other
N002727,neutral,other
N002729,neutral,leadership
N002730,neutral,market_industry
N002732,neutral,ma_ownership
N002733,neutral,ma_ownership
N002734,negative,market_industry
N002736,neutral,earnings
N002737,neutral,earnings
N002738,neutral,earnings
N002739,neutral,ma_ownership
N002742,neutral,leadership
N002744,neutral,other
N002745,neutral,ma_ownership
N002746,neutral,ma_ownership
N002747,neutral,ma_ownership
N002749,neutral,other
N002750,neutral,leadership
N002751,neutral,other
N002752,neutral,earnings
N002753,neutral,earnings
N002756,neutral,earnings
N002757,neutral,earnings
N002761,neutral,other
N002762,neutral,other
N002763,neutral,other
N002764,neutral,leadership
N002767,positive,other
N002769,neutral,other
N002770,neutral,other
N002773,neutral,other
N002774,neutral,other
N002775,neutral,leadership
N002783,neutral,earnings
N002784,neutral,ma_ownership
N002785,neutral,ma_ownership
N002786,neutral,earnings
N002787,neutral,other
N002788,neutral,leadership
N002789,positive,other
N002791,neutral,earnings
N002792,neutral,earnings
N002793,neutral,market_industry
N002794,neutral,other
N002795,neutral,earnings
N002796,neutral,earnings
N002797,neutral,other
N002801,neutral,leadership
N002805,neutral,leadership
N002808,neutral,other
N002810,neutral,ma_ownership
N002811,neutral,other
N002812,neutral,earnings
N002813,neutral,ma_ownership
N002814,neutral,earnings
N002815,neutral,earnings
N002816,neutral,earnings
N002817,neutral,leadership
N002819,neutral,leadership
N002821,neutral,other
N002823,neutral,earnings
N002824,neutral,earnings
N002825,neutral,ma_ownership
N002826,neutral,other
N002828,neutral,ma_ownership
N002830,positive,market_industry
N002832,neutral,leadership
N002833,neutral,leadership
N002834,neutral,leadership
N002837,neutral,other
N002838,neutral,other
N002839,neutral,other
N002841,positive,other
N002842,neutral,ma_ownership
N002845,neutral,earnings
N002847,neutral,ma_ownership
N002848,neutral,market_industry
N002849,neutral,leadership
N002851,neutral,ma_ownership
N002852,neutral,earnings
N002853,neutral,earnings
N002854,neutral,earnings
N002856,neutral,other
N002857,neutral,other
N002858,neutral,other
N002859,neutral,leadership
N002860,neutral,other
N002861,neutral,other
N002862,neutral,other
N002864,neutral,ma_ownership
N002865,neutral,leadership
N002866,neutral,earnings
N002867,neutral,earnings
N002870,neutral,market_industry
N002871,neutral,ma_ownership
N002873,neutral,ma_ownership
N002874,neutral,earnings
N002875,neutral,earnings
N002880,neutral,other
N002883,neutral,ma_ownership
N002884,neutral,market_industry
N002885,neutral,earnings
N002886,neutral,earnings
N002887,neutral,leadership
N002888,neutral,market_industry
N002889,neutral,leadership
N002890,neutral,earnings
N002891,neutral,earnings
N002892,neutral,earnings
N002893,neutral,other
N002895,neutral,earnings
N002896,neutral,earnings
N002898,neutral,debt_bond
N002899,neutral,other
N002906,neutral,other
N002910,neutral,other
N002913,neutral,other
N002915,neutral,earnings
N002916,neutral,earnings
N002918,neutral,ma_ownership
N002919,neutral,project_contract
N002921,neutral,earnings
N002922,neutral,earnings
N002923,neutral,earnings
N002925,neutral,other
N002926,neutral,earnings
N002927,neutral,earnings
N002929,neutral,leadership
N002930,neutral,earnings
N002931,neutral,earnings
N002932,neutral,earnings
N002933,neutral,earnings
N002934,neutral,earnings
N002935,neutral,earnings
N002936,neutral,leadership
N002943,neutral,earnings
N002944,neutral,earnings
N002945,neutral,earnings
N002946,neutral,other
N002947,neutral,leadership
N002948,neutral,earnings
N002949,neutral,earnings
N002951,neutral,earnings
N002952,neutral,earnings
N002953,neutral,earnings
N002956,neutral,leadership
N002957,neutral,other
N002958,neutral,leadership
N002959,neutral,other
N002960,neutral,market_industry
N002962,neutral,earnings
N002963,neutral,earnings
N002964,neutral,earnings
N002965,neutral,earnings
N002966,neutral,earnings
N002968,neutral,earnings
N002969,neutral,earnings
N002970,neutral,other
N002971,neutral,ma_ownership
N002972,neutral,earnings
N002973,neutral,earnings
N002974,neutral,earnings
N002975,neutral,earnings
N002976,neutral,capital_issuance
N002980,neutral,ma_ownership
N002982,neutral,earnings
N002983,neutral,earnings
N002985,neutral,earnings
N002986,neutral,earnings
N002987,neutral,earnings
N002989,neutral,earnings
N002990,neutral,earnings
N002991,neutral,earnings
N002992,neutral,earnings
N002993,neutral,earnings
N002994,neutral,leadership
N002995,neutral,other
N002996,neutral,ma_ownership
N002998,neutral,other
N002999,neutral,earnings
N003000,neutral,earnings
N003001,neutral,earnings
N003003,neutral,earnings
N003004,neutral,earnings
N003006,neutral,earnings
N003007,neutral,earnings
N003008,neutral,earnings
N003009,neutral,ma_ownership
N003010,neutral,market_industry
N003011,neutral,leadership
N003012,neutral,earnings
N003013,neutral,leadership
N003014,positive,project_contract
N003015,neutral,other
N003016,positive,market_industry
N003017,neutral,other
N003018,neutral,leadership
N003019,neutral,earnings
N003020,neutral,earnings
N003022,neutral,earnings
N003023,neutral,earnings
N003024,neutral,ma_ownership
N003025,neutral,leadership
N003027,neutral,earnings
N003028,neutral,earnings
N003030,neutral,other
N003031,neutral,leadership
N003033,neutral,earnings
N003040,neutral,other
N003042,neutral,leadership
N003043,neutral,leadership
N003045,neutral,other
N003047,neutral,other
N003048,neutral,other
N003049,neutral,leadership
N003050,positive,market_industry
N003051,neutral,earnings
N003052,neutral,earnings
N003053,neutral,leadership
N003056,neutral,earnings
N003057,neutral,earnings
N003058,neutral,earnings
N003059,neutral,earnings
N003060,neutral,leadership
N003061,neutral,earnings
N003062,neutral,earnings
N003063,neutral,earnings
N003064,neutral,leadership
N003065,neutral,other
N003066,neutral,other
N003068,neutral,leadership
N003071,neutral,earnings
N003072,neutral,earnings
N003073,neutral,earnings
N003074,neutral,leadership
N003076,neutral,leadership
N003078,neutral,earnings
N003080,neutral,earnings
N003081,neutral,earnings
N003083,neutral,earnings
N003084,neutral,earnings
N003086,neutral,earnings
N003088,neutral,other
N003089,neutral,other
N003091,neutral,other
N003093,neutral,leadership
N003095,neutral,earnings
N003096,neutral,earnings
N003097,neutral,other
N003098,neutral,ma_ownership
N003099,neutral,ma_ownership
N003102,neutral,other
N003104,neutral,other
N003109,neutral,earnings
N003110,neutral,earnings
N003111,neutral,leadership
N003112,neutral,other
N003114,neutral,ma_ownership
N003115,neutral,ma_ownership
N003116,neutral,other
N003117,neutral,other
N003119,neutral,earnings
N003120,neutral,leadership
N003122,neutral,earnings
N003123,neutral,earnings
N003124,neutral,earnings
N003126,neutral,leadership
N003128,neutral,leadership
N003131,neutral,earnings
N003132,neutral,earnings
N003133,neutral,earnings
N003138,neutral,leadership
N003139,neutral,other
N003140,neutral,earnings
N003141,neutral,earnings
N003143,neutral,other
N003144,neutral,leadership
N003146,neutral,other
N003149,neutral,other
N003150,neutral,leadership
N003152,neutral,market_industry
N003153,neutral,other
N003154,neutral,other
N003159,neutral,leadership
N003161,neutral,leadership
N003162,neutral,leadership
N003164,neutral,leadership
N003170,neutral,leadership
N003171,neutral,ma_ownership
N003172,neutral,other
N003174,neutral,earnings
N003175,neutral,leadership
N003177,neutral,market_industry
N003178,neutral,earnings
N003179,neutral,earnings
N003180,neutral,leadership
N003182,neutral,market_industry
N003186,neutral,leadership
N003187,neutral,other
N003188,neutral,earnings
N003189,neutral,earnings
N003190,neutral,other
N003194,neutral,leadership
N003195,neutral,leadership
N003197,neutral,ma_ownership
N003198,neutral,leadership
N003201,neutral,other
N003202,neutral,leadership
N003203,neutral,market_industry
N003204,neutral,market_industry
N003206,neutral,leadership
N003207,neutral,leadership
N003209,neutral,leadership
N003210,neutral,leadership
N003211,neutral,leadership
N003214,neutral,leadership
N003216,neutral,other
N003220,neutral,other
N003221,neutral,other
N003222,neutral,other
N003223,neutral,ma_ownership
N003225,neutral,leadership
N003226,neutral,market_industry
N003227,neutral,other
N003228,neutral,earnings
N003229,neutral,earnings
N003238,neutral,leadership
N003239,neutral,leadership
N003240,neutral,other
N003243,neutral,leadership
N003246,neutral,market_industry
N003247,neutral,ma_ownership
N003251,neutral,leadership
N003252,neutral,other
N003254,neutral,ma_ownership
N003255,neutral,ma_ownership
N003258,neutral,ma_ownership
N003263,neutral,leadership
N003265,neutral,other
N003268,neutral,other
N003269,neutral,earnings
N003270,neutral,earnings
N003271,negative,other
N003272,neutral,market_industry
N003273,neutral,leadership
N003275,neutral,other
N003276,neutral,leadership
N003279,neutral,leadership
N003280,neutral,market_industry
N003282,neutral,other
N003286,positive,other
N003287,neutral,leadership
N003290,neutral,other
N003291,neutral,leadership
N003293,neutral,other
N003295,neutral,ma_ownership
N003296,neutral,ma_ownership
N003297,neutral,ma_ownership
N003298,neutral,ma_ownership
N003299,neutral,other
N003300,neutral,leadership
N003302,neutral,ma_ownership
N003305,neutral,leadership
N003308,neutral,leadership
N003311,neutral,other
N003312,neutral,earnings
N003314,neutral,ma_ownership
N003315,neutral,other
N003316,neutral,other
N003317,negative,market_industry
N003318,neutral,other
N003319,neutral,other
N003320,neutral,leadership
N003322,neutral,other
N003323,neutral,earnings
N003324,neutral,earnings
N003325,neutral,leadership
N003327,neutral,other
N003328,neutral,leadership
N003330,neutral,other
N003332,neutral,leadership
N003333,neutral,other
N003334,neutral,leadership
N003335,neutral,leadership
N003337,neutral,other
N003341,neutral,ma_ownership
N003342,neutral,project_contract
N003346,neutral,other
N003347,neutral,market_industry
N003348,neutral,other
N003349,negative,legal_regulatory
N003356,neutral,leadership
N003357,neutral,ma_ownership
N003358,neutral,ma_ownership
N003359,neutral,other
N003361,neutral,earnings
N003362,neutral,other
N003363,neutral,leadership
N003366,neutral,ma_ownership
N003367,neutral,other
N003370,neutral,leadership
N003371,neutral,other
N003374,neutral,leadership
N003376,neutral,other
N003377,neutral,leadership
N003379,neutral,leadership
N003381,neutral,other
N003384,neutral,other
N003387,neutral,project_contract
N003388,neutral,other
N003389,neutral,other
N003392,neutral,leadership
N003396,neutral,other
N003397,neutral,other
N003398,neutral,other
N003399,negative,market_industry
N003400,neutral,market_industry
N003401,neutral,leadership
N003402,neutral,leadership
N003403,neutral,ma_ownership
N003405,neutral,other
N003406,neutral,other
N003407,neutral,other
N003408,neutral,other
N003413,neutral,leadership
N003417,neutral,market_industry
N003418,neutral,other
N003419,neutral,earnings
N003425,neutral,project_contract
N003426,neutral,other
N003427,neutral,other
N003429,neutral,other
N003430,neutral,other
N003432,neutral,ma_ownership
N003435,neutral,market_industry
N003437,neutral,ma_ownership
N003443,neutral,other
N003444,neutral,other
N003445,neutral,market_industry
N003447,neutral,ma_ownership
N003451,neutral,other
N003455,positive,other
N003456,neutral,other
N003457,neutral,other
N003458,neutral,other
N003461,neutral,market_industry
N003463,neutral,ma_ownership
N003465,neutral,other
N003466,neutral,other
N003467,neutral,ma_ownership
N003468,neutral,ma_ownership
N003469,neutral,other
