snapshot_id,article_id,published_date,event_trading_date,category,general_sentiment,n_mapped_tickers,target_count,num_nodes,num_node_features,num_edges,num_edges_price_correlation,num_edges_parent_to_subsidiary,num_edges_subsidiary_to_parent,num_edges_same_group,num_edges_same_industry,num_edges_news_co_mention,label_horizon,lookback_returns,corr_lookback
19377,N031469,2024-06-11,2024-06-11,dividend,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19378,N031470,2024-06-11,2024-06-11,other,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19379,N031471,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19380,N031472,2024-06-11,2024-06-11,dividend,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19381,N031473,2024-06-11,2024-06-11,other,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19382,N031474,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19383,N031475,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19384,N031476,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19385,N031477,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19386,N031478,2024-06-11,2024-06-11,other,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19387,N031479,2024-06-11,2024-06-11,other,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19388,N031480,2024-06-11,2024-06-11,project_contract,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19389,N031481,2024-06-11,2024-06-11,debt_bond,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19390,N031482,2024-06-11,2024-06-11,ma_ownership,0.3333333333333333,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19391,N031483,2024-06-11,2024-06-11,ma_ownership,0.3333333333333333,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19392,N031484,2024-06-11,2024-06-11,ma_ownership,0.3333333333333333,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19393,N031485,2024-06-11,2024-06-11,capital_issuance,0.3333333333333333,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19394,N031486,2024-06-11,2024-06-11,debt_bond,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19395,N031487,2024-06-11,2024-06-11,debt_bond,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19396,N031488,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19397,N031489,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19398,N031490,2024-06-11,2024-06-11,other,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19399,N031491,2024-06-11,2024-06-11,capital_issuance,0.3333333333333333,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19400,N031492,2024-06-11,2024-06-11,capital_issuance,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19401,N031493,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19402,N031494,2024-06-11,2024-06-11,legal_regulatory,-0.3333333333333333,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19403,N031495,2024-06-11,2024-06-11,other,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19404,N031496,2024-06-11,2024-06-11,leadership,0.0,1,1,118,59,13148,11750,3,3,50,1342,0,5,20,252
19405,N031497,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19406,N031498,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19407,N031499,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19408,N031500,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19409,N031501,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19410,N031502,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19411,N031503,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19412,N031504,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19413,N031505,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19414,N031506,2024-06-12,2024-06-12,leadership,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19415,N031507,2024-06-12,2024-06-12,leadership,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19416,N031508,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19417,N031509,2024-06-12,2024-06-12,leadership,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19418,N031510,2024-06-12,2024-06-12,leadership,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19419,N031511,2024-06-12,2024-06-12,dividend,0.3333333333333333,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19420,N031512,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19421,N031513,2024-06-12,2024-06-12,dividend,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19422,N031514,2024-06-12,2024-06-12,earnings,0.3333333333333333,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19423,N031515,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19424,N031516,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19425,N031517,2024-06-12,2024-06-12,earnings,0.3333333333333333,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19426,N031518,2024-06-12,2024-06-12,capital_issuance,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19427,N031519,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19428,N031520,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19429,N031521,2024-06-12,2024-06-12,project_contract,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19430,N031522,2024-06-12,2024-06-12,dividend,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19431,N031523,2024-06-12,2024-06-12,project_contract,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19432,N031524,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19433,N031525,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19434,N031526,2024-06-12,2024-06-12,ma_ownership,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19435,N031527,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19436,N031528,2024-06-12,2024-06-12,capital_issuance,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19437,N031529,2024-06-12,2024-06-12,capital_issuance,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19438,N031530,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19439,N031531,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19440,N031532,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19441,N031533,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19442,N031534,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19443,N031535,2024-06-12,2024-06-12,leadership,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19444,N031536,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19445,N031537,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19446,N031538,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19447,N031539,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19448,N031540,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19449,N031541,2024-06-12,2024-06-12,leadership,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19450,N031542,2024-06-12,2024-06-12,dividend,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19451,N031543,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19452,N031544,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19453,N031545,2024-06-12,2024-06-12,debt_bond,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19454,N031546,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19455,N031547,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19456,N031548,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19457,N031549,2024-06-12,2024-06-12,other,0.0,1,1,118,59,13140,11742,3,3,50,1342,0,5,20,252
19458,N031550,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19459,N031551,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19460,N031552,2024-06-13,2024-06-13,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19461,N031553,2024-06-13,2024-06-13,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19462,N031554,2024-06-13,2024-06-13,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19463,N031555,2024-06-13,2024-06-13,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19464,N031556,2024-06-13,2024-06-13,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19465,N031557,2024-06-13,2024-06-13,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19466,N031558,2024-06-13,2024-06-13,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19467,N031559,2024-06-13,2024-06-13,legal_regulatory,-0.3333333333333333,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19468,N031560,2024-06-13,2024-06-13,legal_regulatory,-0.3333333333333333,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19469,N031561,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19470,N031562,2024-06-13,2024-06-13,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19471,N031563,2024-06-13,2024-06-13,dividend,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19472,N031564,2024-06-13,2024-06-13,capital_issuance,0.3333333333333333,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19473,N031565,2024-06-13,2024-06-13,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19474,N031566,2024-06-13,2024-06-13,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19475,N031567,2024-06-13,2024-06-13,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19476,N031568,2024-06-13,2024-06-13,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19477,N031569,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19478,N031570,2024-06-13,2024-06-13,other,0.3333333333333333,2,2,118,59,13196,11796,3,3,50,1342,2,5,20,252
19479,N031571,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19480,N031572,2024-06-13,2024-06-13,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19481,N031573,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19482,N031574,2024-06-13,2024-06-13,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19483,N031575,2024-06-13,2024-06-13,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19484,N031576,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19485,N031577,2024-06-13,2024-06-13,ma_ownership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19486,N031578,2024-06-13,2024-06-13,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19487,N031579,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19488,N031580,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19489,N031581,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19490,N031582,2024-06-13,2024-06-13,debt_bond,0.3333333333333333,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19491,N031583,2024-06-13,2024-06-13,debt_bond,0.3333333333333333,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19492,N031584,2024-06-13,2024-06-13,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19493,N031585,2024-06-13,2024-06-13,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19494,N031586,2024-06-13,2024-06-13,leadership,0.0,2,2,118,59,13196,11796,3,3,50,1342,2,5,20,252
19495,N031587,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19496,N031588,2024-06-13,2024-06-13,ma_ownership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19497,N031589,2024-06-13,2024-06-13,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19498,N031590,2024-06-13,2024-06-13,project_contract,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19499,N031591,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19500,N031592,2024-06-13,2024-06-13,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19501,N031593,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19502,N031594,2024-06-13,2024-06-13,dividend,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19503,N031595,2024-06-13,2024-06-13,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19504,N031596,2024-06-13,2024-06-13,ma_ownership,0.3333333333333333,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19505,N031597,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19506,N031598,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19507,N031599,2024-06-13,2024-06-13,dividend,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19508,N031600,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19509,N031601,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19510,N031602,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19511,N031603,2024-06-13,2024-06-13,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19512,N031604,2024-06-13,2024-06-13,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19513,N031605,2024-06-13,2024-06-13,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19514,N031606,2024-06-13,2024-06-13,ma_ownership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19515,N031607,2024-06-14,2024-06-14,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19516,N031608,2024-06-14,2024-06-14,debt_bond,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19517,N031609,2024-06-14,2024-06-14,project_contract,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19518,N031610,2024-06-14,2024-06-14,ma_ownership,0.0,3,3,118,59,13200,11796,3,3,50,1342,6,5,20,252
19519,N031611,2024-06-14,2024-06-14,ma_ownership,0.0,2,2,118,59,13196,11796,3,3,50,1342,2,5,20,252
19520,N031612,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19521,N031613,2024-06-14,2024-06-14,leadership,-0.3333333333333333,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19522,N031614,2024-06-14,2024-06-14,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19523,N031615,2024-06-14,2024-06-14,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19524,N031616,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19525,N031617,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19526,N031618,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19527,N031619,2024-06-14,2024-06-14,dividend,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19528,N031620,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19529,N031621,2024-06-14,2024-06-14,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19530,N031622,2024-06-14,2024-06-14,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19531,N031623,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19532,N031624,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19533,N031625,2024-06-14,2024-06-14,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19534,N031626,2024-06-14,2024-06-14,dividend,0.3333333333333333,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19535,N031627,2024-06-14,2024-06-14,earnings,0.6666666666666666,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19536,N031628,2024-06-14,2024-06-14,dividend,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19537,N031629,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19538,N031630,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19539,N031631,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19540,N031632,2024-06-14,2024-06-14,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19541,N031633,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19542,N031634,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19543,N031635,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19544,N031636,2024-06-14,2024-06-14,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19545,N031637,2024-06-14,2024-06-14,leadership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19546,N031638,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19547,N031639,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19548,N031640,2024-06-14,2024-06-14,earnings,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19549,N031641,2024-06-14,2024-06-14,earnings,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19550,N031642,2024-06-14,2024-06-14,earnings,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19551,N031643,2024-06-14,2024-06-14,ma_ownership,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19552,N031644,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19553,N031645,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19554,N031646,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19555,N031647,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19556,N031648,2024-06-14,2024-06-14,capital_issuance,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19557,N031649,2024-06-14,2024-06-14,project_contract,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19558,N031650,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19559,N031651,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19560,N031652,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19561,N031653,2024-06-14,2024-06-14,other,0.0,1,1,118,59,13194,11796,3,3,50,1342,0,5,20,252
19562,N031654,2024-06-15,2024-06-17,legal_regulatory,-0.3333333333333333,2,2,118,59,13240,11840,3,3,50,1342,2,5,20,252
19563,N031655,2024-06-15,2024-06-17,leadership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19564,N031656,2024-06-15,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19565,N031657,2024-06-16,2024-06-17,market_industry,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19566,N031658,2024-06-17,2024-06-17,capital_issuance,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19567,N031659,2024-06-17,2024-06-17,leadership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19568,N031660,2024-06-17,2024-06-17,capital_issuance,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19569,N031661,2024-06-17,2024-06-17,ma_ownership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19570,N031662,2024-06-17,2024-06-17,leadership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19571,N031663,2024-06-17,2024-06-17,project_contract,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19572,N031664,2024-06-17,2024-06-17,project_contract,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19573,N031665,2024-06-17,2024-06-17,project_contract,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19574,N031666,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19575,N031667,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19576,N031668,2024-06-17,2024-06-17,leadership,-0.3333333333333333,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19577,N031669,2024-06-17,2024-06-17,leadership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19578,N031670,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19579,N031671,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19580,N031672,2024-06-17,2024-06-17,leadership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19581,N031673,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19582,N031674,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19583,N031675,2024-06-17,2024-06-17,debt_bond,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19584,N031676,2024-06-17,2024-06-17,debt_bond,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19585,N031677,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19586,N031678,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19587,N031679,2024-06-17,2024-06-17,leadership,0.0,2,2,118,59,13240,11840,3,3,50,1342,2,5,20,252
19588,N031680,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19589,N031681,2024-06-17,2024-06-17,leadership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19590,N031682,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19591,N031683,2024-06-17,2024-06-17,legal_regulatory,-0.3333333333333333,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19592,N031684,2024-06-17,2024-06-17,project_contract,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19593,N031685,2024-06-17,2024-06-17,ma_ownership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19594,N031686,2024-06-17,2024-06-17,leadership,0.0,2,2,118,59,13240,11840,3,3,50,1342,2,5,20,252
19595,N031687,2024-06-17,2024-06-17,leadership,0.0,2,2,118,59,13240,11840,3,3,50,1342,2,5,20,252
19596,N031688,2024-06-17,2024-06-17,dividend,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19597,N031689,2024-06-17,2024-06-17,dividend,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19598,N031690,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19599,N031691,2024-06-17,2024-06-17,leadership,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19600,N031692,2024-06-17,2024-06-17,capital_issuance,0.3333333333333333,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19601,N031693,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19602,N031694,2024-06-17,2024-06-17,earnings,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19603,N031695,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
19604,N031696,2024-06-17,2024-06-17,other,0.0,1,1,118,59,13238,11840,3,3,50,1342,0,5,20,252
